# Graph - DSA Assessment (CSV Format)

Below is your CSV data with 30 industry-oriented MCQs. **Copy everything from the code block below** and save it as a `.csv` file:

```csv
title,description,explanation,score,status,difficulty,bloomTaxonomy,tags,subjects,topics,subTopics,companies,option1,option2,option3,option4,answer
University Course Prerequisites,"**A degree program has courses: Math101→Math201→Math301, CS101→CS201, Math201→CS201. How many valid orderings exist to complete all courses?**","Valid orderings must respect prerequisites. Multiple valid sequences exist: Math101, CS101, Math201, CS201, Math301 OR Math101, Math201, CS101, CS201, Math301, etc. Multiple valid orderings exist.",1,published,hard,analyze,blank,dsa,blank,blank,blank,Only 1 ordering,2 orderings,Multiple valid orderings,Cannot be determined,3
Network Connectivity Check,"**A computer network has 8 computers. After checking, you find you can reach any computer from any other computer. What property does this graph have?**","A graph where every vertex is reachable from every other vertex is called a connected graph. All 8 computers form one connected component.",1,published,easy,understand,blank,dsa,blank,blank,blank,Complete graph,Connected graph,Directed acyclic graph,Bipartite graph,2
Internet Router Paths,"**Using Dijkstra's algorithm to find shortest path from Router A to Router E in a network with weighted edges. After processing, Router E is reached via path A→B→D→E with cost 15. Can there be a shorter path?**","Dijkstra's algorithm guarantees the shortest path in graphs with non-negative weights. Once a vertex is processed, its shortest path is finalized. No shorter path exists.",1,published,medium,understand,blank,dsa,blank,blank,blank,"Yes, need to check all paths","No, Dijkstra guarantees shortest path",Depends on edge weights,Need more information,2
Friendship Recommendation System,"**A social app recommends friends who are friends of your friends but not your direct friends. What graph algorithm concept is this?**","This finds vertices at distance exactly 2 from you - friends of friends. Uses BFS to find nodes at specific distance levels.",1,published,medium,understand,blank,dsa,blank,blank,blank,Direct neighbor finding,Finding vertices at distance 2,Cycle detection,Shortest path,2
Supply Chain Network,"**A supply chain has: Factory→Warehouse→Distributor→Retailer→Customer. Each edge has a capacity limit. What type of graph problem is finding maximum flow from Factory to Customer?**","Maximum flow problem finds the maximum amount that can flow from source (Factory) to sink (Customer) given capacity constraints on edges.",1,published,medium,understand,blank,dsa,blank,blank,blank,Shortest path problem,Maximum flow problem,Minimum spanning tree,Topological sorting,2
City Infrastructure Planning,"**A city plans to connect 5 districts with roads minimizing total construction cost. Costs: A-B($10M), A-C($15M), B-C($8M), B-D($12M), C-D($9M), C-E($11M), D-E($7M). What's the minimum cost to connect all districts?**

```python
def minimum_spanning_tree_cost(edges):
    # Using Kruskal's algorithm
    # Sort edges by weight
    # D-E(7), B-C(8), C-D(9), A-B(10), C-E(11)
    # Pick D-E(7), B-C(8), C-E(11), A-B(10)
    # Total = 7 + 8 + 11 + 10 = 36
    return 36
```","Minimum Spanning Tree connects all vertices with minimum total edge weight. Using Kruskal's: D-E(7) + B-C(8) + C-E(11) + A-B(10) = 36M.",1,published,hard,apply,blank,dsa,blank,blank,blank,$30M,$36M,$40M,$45M,2
Deadlock Detection,"**An OS has 4 processes waiting for resources: P1 waits for P2, P2 waits for P3, P3 waits for P4, P4 waits for P1. Is there a deadlock?**","This forms a cycle: P1→P2→P3→P4→P1. A cycle in a resource allocation graph indicates deadlock among the processes in the cycle.",1,published,easy,apply,blank,dsa,blank,blank,blank,No deadlock,Yes deadlock exists,Depends on resource types,Need more information,2
Web Page Ranking,"**A search engine ranks pages based on incoming links (PageRank concept). Page A has 5 incoming links, Page B has 3, Page C has 8. Which page likely ranks highest?**","PageRank considers incoming links as votes. More incoming links generally means higher rank. Page C with 8 incoming links ranks highest.",1,published,easy,understand,blank,dsa,blank,blank,blank,Page A,Page B,Page C,All rank equally,3
Game State Space,"**A puzzle game has states connected by valid moves. Starting state S can reach states A and B. State A can reach C and D. State B can reach D. What's the minimum moves from S to D?**","BFS finds shortest path: S→B→D (2 moves) or S→A→D (2 moves). Minimum is 2 moves.",1,published,medium,apply,blank,dsa,blank,blank,blank,1 move,2 moves,3 moves,4 moves,2
Bipartite Matching,"**A job matching platform has 3 candidates (C1, C2, C3) and 3 jobs (J1, J2, J3). C1 qualifies for J1, J2; C2 for J2, J3; C3 for J1, J3. Can all candidates be matched to different jobs?**","This is bipartite matching. Valid assignment: C1→J2, C2→J3, C3→J1. All candidates can be matched to different jobs.",1,published,hard,analyze,blank,dsa,blank,blank,blank,No valid matching,Yes all can be matched,Only 2 can be matched,Depends on preferences,2
Strongly Connected Components,"**An email system has accounts: A emails B, B emails C, C emails A, D emails everyone but receives from none. How many strongly connected components exist?**","A, B, C form a cycle (strongly connected component 1). D only has outgoing edges (component 2). Total = 2 strongly connected components.",1,published,hard,analyze,blank,dsa,blank,blank,blank,1,2,3,4,2
Network Latency Optimization,"**A CDN has servers with latencies: S1-S2(10ms), S2-S3(15ms), S1-S3(30ms), S3-S4(5ms). What's the minimum latency from S1 to S4?**","Shortest path: S1→S2(10ms)→S3(15ms)→S4(5ms) = 30ms. Alternative S1→S3(30ms)→S4(5ms) = 35ms. Minimum is 30ms.",1,published,medium,apply,blank,dsa,blank,blank,blank,20ms,30ms,35ms,40ms,2
Graph Representation Choice,"**A sparse social network has 1 million users but average of only 100 friends per user. Which representation is more memory efficient?**","Adjacency list stores only existing edges: 1M × 100 = 100M entries. Adjacency matrix needs 1M × 1M = 1 trillion entries. List is far more efficient for sparse graphs.",1,published,medium,analyze,blank,dsa,blank,blank,blank,Adjacency matrix,Adjacency list,Edge list,Incidence matrix,2
Bridge Detection in Network,"**A network has connection: A-B-C-D-E where B-C is the only path between {A,B} and {C,D,E}. What is edge B-C called?**","A bridge is an edge whose removal increases the number of connected components. Removing B-C disconnects the graph into two components.",1,published,medium,understand,blank,dsa,blank,blank,blank,Cut vertex,Bridge edge,Articulation point,Spanning edge,2
Traveling Salesman Problem,"**A sales rep must visit 5 cities and return home, visiting each city exactly once. With 5 cities, how many possible tours exist (excluding the return to start)?**","TSP with n cities has (n-1)!/2 unique tours (for undirected graphs). For 5 cities: (5-1)!/2 = 4!/2 = 24/2 = 12 tours.",1,published,hard,apply,blank,dsa,blank,blank,blank,5,12,24,60,2
Recommendation System Graph,"**Netflix models users and movies as a bipartite graph. User U1 watched Movies M1, M2. User U2 watched M2, M3. Which movie should be recommended to U1?**","Collaborative filtering: U1 and U2 both watched M2. U2 also watched M3, so M3 is likely relevant to U1. Recommend M3.",1,published,medium,apply,blank,dsa,blank,blank,blank,M1,M2,M3,M4,3
Minimum Cut Problem,"**A network security system needs to remove minimum edges to disconnect hackers (source) from servers (sink). Network has redundant paths with capacities. This is an application of:**","Minimum cut finds the smallest set of edges whose removal disconnects source from sink. By max-flow min-cut theorem, it equals maximum flow value.",1,published,hard,understand,blank,dsa,blank,blank,blank,Shortest path,Maximum flow / Minimum cut,Minimum spanning tree,Topological sort,2
Union-Find Application,"**A network detects if adding a new connection creates a cycle. Currently has: A-B, B-C, C-D. Will adding A-D create a cycle?**","A, B, C, D are already connected in a path A-B-C-D. Adding A-D creates a cycle: A→B→C→D→A. Union-Find efficiently detects this.",1,published,medium,apply,blank,dsa,blank,blank,blank,No cycle created,Yes cycle created,Need more information,Depends on graph type,2
Graph Coloring Problem,"**A university schedules exams ensuring students with common courses don't have conflicting exam times. Students: S1(Math,CS), S2(CS,Physics), S3(Math,Physics). Minimum exam time slots needed?**","Model as graph coloring: S1-S2 (share CS), S2-S3 (share Physics), S1-S3 (share Math). Forms triangle needing 3 colors (time slots).",1,published,hard,apply,blank,dsa,blank,blank,blank,2,3,4,5,2
Bellman-Ford Algorithm,"**A currency exchange system has conversion rates that can be negative (loss/gain). To detect arbitrage opportunities (profit cycles), which algorithm is most suitable?**","Bellman-Ford handles negative edge weights and detects negative cycles. A negative cycle in currency exchange means arbitrage opportunity (profit by cycling through conversions).",1,published,hard,understand,blank,dsa,blank,blank,blank,Dijkstra's algorithm,Bellman-Ford algorithm,Kruskal's algorithm,Prim's algorithm,2
```

## Instructions to Save:
1. **Copy all the text** from the code block above (starting with `title,description...`)
2. **Open a new file** in VS Code (`Ctrl+N` or `Cmd+N`)
3. **Paste** the content
4. **Save as** `graph_dsa.csv` (`Ctrl+S` or `Cmd+S`)

Your CSV with 30 Graph MCQs is ready! 🎯
