
```csv
title,description,explanation,score,status,difficulty,bloomTaxonomy,tags,subjects,topics,subTopics,companies,option1,option2,option3,option4,answer
Absolute Value Without Branching,"**Graphics shader computes absolute value without branch instructions (performance critical). For n=-5, getting |n|=5 using bit operations. What's the branch-free formula?**","Formula: (n ^ (n >> 31)) - (n >> 31). For negative n, n>>31 = -1 (all bits 1). n^(-1) flips bits (one's complement). Subtract -1 (add 1) gives two's complement (positive). For positive n, n>>31 = 0. n^0 = n, minus 0 = n. Example: n=-5. n>>31=-1. (-5)^(-1)=4. 4-(-1)=5. Used in: GPU shaders, DSP, avoiding pipeline stalls.",1,published,hard,apply,blank,dsa,blank,blank,blank,Check if negative then negate,(n ^ (n >> 31)) - (n >> 31) branch-free absolute,n & 0x7FFFFFFF masks sign bit,Multiply by sign(n),2
Add Without Arithmetic Operator,"**ALU implementation computes sum using logic gates only (no + operator). Adding 5 (0101) and 3 (0011) using XOR and AND. What's the bit manipulation algorithm?**

```python
def add_without_plus(a, b):
    while b != 0:
        carry = a & b
        a = a ^ b
        b = carry << 1
    return a
```

**Why does this work?**","XOR gives sum without carry: 0101^0011=0110. AND gives carry positions: 0101&0011=0001. Shift carry left (next position): 0010. Repeat: 0110^0010=0100, 0110&0010=0010, shift=0100. Repeat: 0100^0100=0000, carry=0. Result: 1000 (8). This simulates full adder logic. Used in: CPU design, understanding addition, avoiding overflow.",1,published,hard,understand,blank,dsa,blank,blank,blank,XOR gives final sum directly,XOR for sum without carry; AND then shift for carry propagation,OR combines bits with AND for carry,Requires lookup table,2
Swap Adjacent Bits,"**Data compression swaps adjacent bit pairs in bytes. For byte 0b10110011, swapping adjacent bits (bit 0↔1, 2↔3, etc.) gives 0b01101101. What's the efficient operation?**","Mask odd bits, shift right: (n & 0xAAAAAAAA) >> 1. Mask even bits, shift left: (n & 0x55555555) << 1. OR results. For 8-bit: (0b10110011 & 0xAA) >> 1 = 0b01000001. (0b10110011 & 0x55) << 1 = 0b00101100. OR: 0b01101101. Single-pass O(1) operation. Used in: bit-reversal, interleaving, deinterleaving data.",1,published,medium,apply,blank,dsa,blank,blank,blank,Shift right then left,Mask odd bits shift right; mask even bits shift left; OR results,XOR with pattern 0xAAAAAAAA,Requires loop for each pair,2
Position Of Rightmost Different Bit,"**Version control system finds first byte where two file versions differ. For v1=0b10110110 and v2=0b10110010, rightmost differing bit is at position 2. What operation finds this position?**","XOR gives differing bits: v1^v2 = 0b00000100. Rightmost set bit position: use log2(n & (-n)) or count trailing zeros. Alternatively: isolate rightmost bit n&(-n), then find position. For 0b00000100: isolated bit is 4 (position 2 as 2^2=4). Used in: diff algorithms, change detection, debugging.",1,published,medium,apply,blank,dsa,blank,blank,blank,AND operation finds differences,XOR then find rightmost set bit position,OR reveals all differences,Requires string comparison,2
Count Flipped Bits To Convert,"**Wireless protocol determines transmission cost: cost = number of bit flips to convert A to B. For A=10 (1010) to B=7 (0111), cost=3 flips. What's the calculation?**","Hamming distance = count set bits in A⊕B. A⊕B = 1010⊕0111 = 1101 (3 set bits). Each set bit represents position needing flip. Use population count: repeatedly n&=(n-1) counting iterations. Example validates: need to flip positions 0,2,3 (three flips). Minimum flips equals Hamming distance. Used in: error correction, similarity metrics.",1,published,easy,apply,blank,dsa,blank,blank,blank,|A - B| computes difference,Count set bits in A XOR B,Compare bit by bit in loop,Requires conversion to binary string,2
Maximum XOR Of Two Elements,"**Network security finds maximum XOR between any two IP addresses (32-bit). For array [3,10,5,25,2,8], maximum XOR pair is (5,25)=28. Naive O(n²) checks all pairs. What data structure enables O(n) solution?**","Binary trie stores numbers bit by bit. For each number, traverse trie taking opposite path when possible (maximize XOR). Insert in trie, query for max XOR. Example: for 5 (00101), query takes path 11010 if exists, maximizing XOR. Time O(n×32)=O(n) for 32-bit numbers. Space O(n×32). Used in: maximum XOR problems, prefix-based optimization.",1,published,hard,analyze,blank,dsa,blank,blank,blank,Sort then check adjacent O(n log n),Binary trie enables O(n) max XOR queries,Hash all XOR values O(n²) space,Greedy bit selection fails,2
Check If Bits Alternate,"**Signal validation checks if bits alternate (no adjacent bits same): 10101010 valid, 10110 invalid. For 32-bit number n, what operation verifies alternation?**","Check n^(n>>1) has all bits set (except MSB). Alternating bits: each bit differs from next. XOR of n and n>>1 should be all 1s (0x55555555 for 32 bits pattern 0101...). Example: n=10 (1010). n>>1=5 (0101). XOR=15 (1111). Check if XOR==0xFFFFFFFF or (for positive n) matches expected pattern. Used in: signal integrity, pattern validation.",1,published,hard,apply,blank,dsa,blank,blank,blank,n & (n >> 1) checks adjacency,Check if n XOR (n>>1) equals all 1s pattern,Count bit transitions equals n-1,Requires loop through each bit,2
Rotate Bits Left,"**Cryptographic key schedule rotates 32-bit word left by k positions. For word=0b00000000000000000000000000001011 (11), left rotate by 3 gives 0b00000000000000000000000001011000 (88). What's the operation?**","Left rotate by k: (n << k) | (n >> (32-k)). Left part shifts left k positions. Right part brings wrapped bits from MSB side to LSB. OR combines. Example: 11<<3 = 88 (1011000). 11>>(32-3) = 0. OR = 88. For larger n with MSB set, right shift captures wrap-around. Different from arithmetic shift (preserves sign). Used in: encryption, checksums.",1,published,medium,apply,blank,dsa,blank,blank,blank,Simple left shift n << k,(n << k) | (n >> (32-k)) handles wrap-around,XOR with rotation constant,Requires modulo operation,2
Subset Generation Using Bits,"**Generating all subsets of set [a,b,c]. Using bit representation where bit i indicates if element i is included. For n=3 elements, iterating 0 to 2^3-1 generates all 8 subsets. How are bits mapped to subsets?**","Each number 0 to 2^n-1 represents one subset. For i, bit j indicates if element j included. Example: 5 (101) represents {a,c} (bits 0,2 set). Generate all subsets: loop i from 0 to (1<<n)-1, for each i check each bit j: if (i & (1<<j)) include element j. Time O(2^n × n). Used in: power set generation, combinatorial problems.",1,published,medium,understand,blank,dsa,blank,blank,blank,Requires recursive backtracking,Iterate 0 to 2^n-1 using bits as element indicators,Cannot represent all subsets with bits,Requires dynamic programming,2
Detect Duplicate In Range 1 To N,"**Array of n+1 integers from range 1 to n, one number repeats. Example: [1,3,4,2,2] has duplicate 2. Using bit manipulation without modifying array, O(n) time O(1) space, how to find duplicate?**","Cannot use XOR (works when pairs cancel). Use Floyd's cycle detection treating array as linked list: value at index i points to index arr[i]. Duplicate creates cycle. Not purely bit manipulation but achieves O(1) space. Alternative bit approach: if array modifiable, negate values as indices are visited; negative means visited (duplicate). However, immutable array needs Floyd's.",1,published,hard,analyze,blank,dsa,blank,blank,blank,XOR all elements with 1 to n,Floyd's cycle detection O(n) time O(1) space for immutable array,Bit vector marks seen numbers O(n) space,Sort then find adjacent duplicates,2
Efficient Modulo Power Of Two,"**Hash function computes key % tableSize where tableSize is power of 2 (e.g., 1024). For key=5783, computing 5783 % 1024 efficiently using bit operations instead of division.**","For n % 2^k, use n & (2^k - 1). Division by power of 2 extracts high bits; modulo extracts low k bits. Example: 1024=2^10. 1024-1=1023=0x3FF (10 bits set). 5783 & 0x3FF = 5783 & 1023 = 743. Mask with (size-1) extracts lower bits. Much faster than % operator. Used in: hash tables, ring buffers, fast modulo arithmetic.",1,published,easy,apply,blank,dsa,blank,blank,blank,n >> k shifts to compute modulo,n & (2^k - 1) masks lower k bits for modulo,n % 2^k requires division,XOR with table size,2
Set All Bits After Rightmost Set Bit,"**Creating bitmask for memory allocation. For n=0b10110000, setting all bits after (to the right of) rightmost set bit gives 0b10111111. What operation achieves this?**","Find rightmost set bit: r = n & (-n). Generate mask of 1s below: r - 1. OR with n: n | (r-1). Example: n=176 (10110000). r=16 (00010000). r-1=15 (00001111). n|15=191 (10111111). Alternative: n | (n-1) sets all bits from rightmost set bit downward. Used in: range masks, alignment, filling patterns.",1,published,medium,apply,blank,dsa,blank,blank,blank,n << 1 shifts left,n | (n - 1) sets bits from rightmost set bit down,n & ((1 << k) - 1) sets lower k bits,Requires loop to set each bit,2
```

