# Arrays - DSA Assessment (CSV Format)

Below is your CSV data with 30 industry-oriented MCQs. **Copy everything from the code block below** and save it as a `.csv` file:

```csv
title,description,explanation,score,status,difficulty,bloomTaxonomy,tags,subjects,topics,subTopics,companies,option1,option2,option3,option4,answer
Spiral Matrix Traversal,"**A seating arrangement system prints seat IDs in spiral order. Given 3×3 matrix [[1,2,3],[4,5,6],[7,8,9]], system generates clockwise spiral path for evacuation route.**

```python
def spiral_order(matrix):
    result = []
    if not matrix:
        return result
    
    top, bottom = 0, len(matrix) - 1
    left, right = 0, len(matrix[0]) - 1
    
    while top <= bottom and left <= right:
        # Traverse right
        for col in range(left, right + 1):
            result.append(matrix[top][col])
        top += 1
        
        # Traverse down
        for row in range(top, bottom + 1):
            result.append(matrix[row][right])
        right -= 1
        
        # Traverse left (if still in bounds)
        if top <= bottom:
            for col in range(right, left - 1, -1):
                result.append(matrix[bottom][col])
            bottom -= 1
        
        # Traverse up (if still in bounds)
        if left <= right:
            for row in range(bottom, top - 1, -1):
                result.append(matrix[row][left])
            left += 1
    
    return result
```

**What is the spiral order and what is the technique?**","Spiral order: [1,2,3,6,9,8,7,4,5]. Layer-by-layer traversal using four boundaries (top, bottom, left, right). Each iteration: go right, go down, go left, go up, then shrink boundaries. Time O(m×n), Space O(1) excluding output.",1,published,hard,apply,blank,dsa,blank,blank,blank,"[1,4,7,8,9,6,3,2,5] diagonal traversal","[1,2,3,6,9,8,7,4,5] spiral using boundary technique","[1,2,3,4,5,6,7,8,9] row-major order","[5,4,7,2,8,6,1,3,9] random order",2
Longest Consecutive Sequence,"**A network monitoring system tracks connection IDs: [100,4,200,1,3,2]. System needs to find longest sequence of consecutive IDs (indicating sustained connection pattern) in O(n) time.**

```python
def longest_consecutive(nums):
    num_set = set(nums)
    longest = 0
    
    for num in num_set:
        # Only start counting if it's the beginning of sequence
        if num - 1 not in num_set:
            current_num = num
            current_length = 1
            
            while current_num + 1 in num_set:
                current_num += 1
                current_length += 1
            
            longest = max(longest, current_length)
    
    return longest
```

**What is longest consecutive length and why does hash set approach work?**","Longest sequence length = 4: [1,2,3,4]. Hash set gives O(1) lookup. Key optimization: only start counting from sequence beginning (when num-1 not in set), preventing redundant work. Each number processed at most twice. Time O(n), Space O(n) for set.",1,published,medium,analyze,blank,dsa,blank,blank,blank,"3 using sorting O(n log n)","4 using hash set O(n) by checking sequence starts","2 using linear scan","4 using dynamic programming O(n²)",2
Trapping Rainwater,"**A civil engineering system calculates water trapped between buildings. Building heights: [0,1,0,2,1,0,1,3,2,1,2,1]. After rain, how much water accumulates between buildings?**

```python
def trap_water(heights):
    if not heights:
        return 0
    
    left, right = 0, len(heights) - 1
    left_max, right_max = 0, 0
    water = 0
    
    while left < right:
        if heights[left] < heights[right]:
            if heights[left] >= left_max:
                left_max = heights[left]
            else:
                water += left_max - heights[left]
            left += 1
        else:
            if heights[right] >= right_max:
                right_max = heights[right]
            else:
                water += right_max - heights[right]
            right -= 1
    
    return water
```

**How much water is trapped and what is the algorithmic approach?**","Water trapped = 6 units. Two-pointer technique: water above position i = min(max_left, max_right) - height[i]. Process from both ends moving pointer with smaller height. More efficient than computing left_max and right_max arrays separately. Time O(n), Space O(1).",1,published,hard,apply,blank,dsa,blank,blank,blank,"4 units using stack approach","6 units using two-pointer technique O(n) time O(1) space","8 units using DP with O(n) space","5 units using brute force",2
Sliding Window Maximum,"**A stock trading bot tracks maximum price in sliding 3-day window: prices = [1,3,-1,-3,5,3,6,7]. For each window, bot needs maximum to trigger buy/sell decisions efficiently.**

```python
from collections import deque

def max_sliding_window(nums, k):
    dq = deque()  # Stores indices
    result = []
    
    for i, num in enumerate(nums):
        # Remove indices outside current window
        while dq and dq[0] < i - k + 1:
            dq.popleft()
        
        # Remove indices with smaller values (they won't be max)
        while dq and nums[dq[-1]] < num:
            dq.pop()
        
        dq.append(i)
        
        # Add to result once window is fully formed
        if i >= k - 1:
            result.append(nums[dq[0]])
    
    return result
```

**What are the maximum values for each window and which data structure enables O(n) solution?**","Maximum values: [3,3,5,5,6,7]. Deque (double-ended queue) maintains indices of potential maximums in decreasing order. Front always has current window's maximum index. Removes elements from back if smaller than current (they can't be future maximums). Time O(n), each element enters/exits deque once.",1,published,hard,apply,blank,dsa,blank,blank,blank,"[3,3,5,5,6,7] using deque O(n)","[3,-1,5,3,6,7] using simple iteration","[3,3,5,5,6,7] using heap O(n log k)","[1,3,5,5,6,7] using brute force O(nk)",1
Next Permutation Generator,"**A test case generator needs to produce next lexicographically greater test sequence. Given sequence [1,2,3], next is [1,3,2]. For [1,5,8,4,7,6,5,3,1], what is the next permutation?**

```python
def next_permutation(nums):
    # Step 1: Find rightmost ascending pair
    i = len(nums) - 2
    while i >= 0 and nums[i] >= nums[i + 1]:
        i -= 1
    
    if i >= 0:
        # Step 2: Find element just larger than nums[i]
        j = len(nums) - 1
        while nums[j] <= nums[i]:
            j -= 1
        # Step 3: Swap
        nums[i], nums[j] = nums[j], nums[i]
    
    # Step 4: Reverse suffix
    nums[i + 1:] = reversed(nums[i + 1:])
    return nums
```

**What is the next permutation and what is the algorithm pattern?**","Next permutation: [1,5,8,5,1,3,4,6,7]. Algorithm: (1) Find rightmost ascending pair (4<7 at index 4), (2) Find smallest element right of position 4 that's larger than 4 (which is 5), (3) Swap them, (4) Reverse suffix to get smallest arrangement. Time O(n), Space O(1).",1,published,hard,apply,blank,dsa,blank,blank,blank,"[1,5,8,5,1,3,4,6,7] using in-place permutation algorithm","[1,5,8,4,7,6,5,3,2] simple increment","[2,1,3,4,5,6,7,8,9] wrong approach","[1,5,9,1,3,4,5,6,7] incorrect swap",1
Best Meeting Point,"**A video conferencing system finds optimal server location. Users at grid positions: [[1,0,0,0,1],[0,0,0,0,0],[0,0,1,0,0]]. Find point that minimizes total distance sum for all users (Manhattan distance).**

```python
def min_total_distance(grid):
    rows, cols = [], []
    
    # Collect all user positions
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            if grid[i][j] == 1:
                rows.append(i)
                cols.append(j)
    
    # Median minimizes sum of absolute distances
    rows.sort()
    cols.sort()
    
    median_row = rows[len(rows) // 2]
    median_col = cols[len(cols) // 2]
    
    # Calculate total distance
    total = sum(abs(r - median_row) for r in rows)
    total += sum(abs(c - median_col) for c in cols)
    
    return total
```

**What is minimum total distance and why does median work?**","Users at (0,0), (0,4), (2,2). Median position: row=0, col=2 gives meeting point (0,2). Total distance = |0-0|+|0-0|+|2-0| + |0-2|+|4-2|+|2-2| = 2+4 = 6. Median minimizes sum of absolute deviations - fundamental property in statistics. Sorting rows and columns independently works because Manhattan distance.",1,published,hard,analyze,blank,dsa,blank,blank,blank,"4 using mean position","6 using median of coordinates","8 using center of grid","10 using random position",2
Three Sum Problem,"**A financial reconciliation system finds three transactions that sum to zero (indicating balanced transfers). Transaction amounts: [-1,0,1,2,-1,-4]. Find all unique triplets.**

```python
def three_sum(nums):
    nums.sort()
    result = []
    
    for i in range(len(nums) - 2):
        # Skip duplicates for first number
        if i > 0 and nums[i] == nums[i - 1]:
            continue
        
        left, right = i + 1, len(nums) - 1
        
        while left < right:
            total = nums[i] + nums[left] + nums[right]
            
            if total < 0:
                left += 1
            elif total > 0:
                right -= 1
            else:
                result.append([nums[i], nums[left], nums[right]])
                
                # Skip duplicates
                while left < right and nums[left] == nums[left + 1]:
                    left += 1
                while left < right and nums[right] == nums[right - 1]:
                    right -= 1
                
                left += 1
                right -= 1
    
    return result
```

**What are the unique triplets and what is the optimization technique?**","Unique triplets: [[-1,-1,2], [-1,0,1]]. After sorting, fix first number and use two-pointer for remaining two (converts to 2-sum). Skip duplicates to ensure uniqueness. Time O(n²) - better than O(n³) brute force. Space O(1) excluding output.",1,published,hard,apply,blank,dsa,blank,blank,blank,"[[-1,0,1]] only one triplet","[[-1,-1,2], [-1,0,1]] using sorted two-pointer","[[-1,2,-1], [0,1,-1]] with hash table","[[0,1,-1]] incorrect approach",2
Majority Element Detection,"**A voting system verifies if candidate won majority (>n/2 votes). Vote array: [2,2,1,1,1,2,2]. System needs O(1) space solution to verify majority.**

```python
def majority_element(nums):
    # Boyer-Moore Voting Algorithm
    candidate = None
    count = 0
    
    # Phase 1: Find candidate
    for num in nums:
        if count == 0:
            candidate = num
        count += 1 if num == candidate else -1
    
    # Phase 2: Verify (if majority guaranteed to exist, skip this)
    if nums.count(candidate) > len(nums) // 2:
        return candidate
    return None
```

**What is the majority element and why does Boyer-Moore algorithm work?**","Majority element: 2 (appears 4 times out of 7). Boyer-Moore works by cancellation: pair majority element with different element, they cancel out. Since majority appears >n/2 times, it survives cancellation. Time O(n), Space O(1) - significantly better than hash map O(n) space.",1,published,medium,understand,blank,dsa,blank,blank,blank,"1 using hash map O(n) space","2 using Boyer-Moore voting O(1) space","No majority exists","2 using sorting O(n log n)",2
Jump Game Reachability,"**A platform game has platforms with jump distances: [2,3,1,1,4]. From position i, player can jump 1 to nums[i] positions forward. Can player reach the last platform from position 0?**

```python
def can_jump(nums):
    max_reach = 0
    
    for i in range(len(nums)):
        # If current position unreachable
        if i > max_reach:
            return False
        
        # Update maximum reachable position
        max_reach = max(max_reach, i + nums[i])
        
        # Early exit if last position reachable
        if max_reach >= len(nums) - 1:
            return True
    
    return True
```

**Can the last platform be reached and what is the greedy insight?**","Yes, reachable. From position 0 (jump 2), reach position 1 or 2. From position 1 (jump 3), reach up to position 4 (last position). Greedy insight: track maximum reachable position at each step. If current position exceeds max_reach, game impossible. Time O(n), Space O(1).",1,published,medium,apply,blank,dsa,blank,blank,blank,"No, unreachable","Yes, using greedy max reach tracking","Yes, using BFS","Yes, using dynamic programming",2
Minimum Window Substring,"**A text search engine finds smallest substring of 'ADOBECODEBANC' containing all characters of pattern 'ABC'. System uses sliding window for efficient search.**

```python
def min_window(s, t):
    from collections import Counter
    
    if not s or not t:
        return """"
    
    dict_t = Counter(t)
    required = len(dict_t)
    
    left, right = 0, 0
    formed = 0
    window_counts = {}
    
    ans = float(""inf""), None, None
    
    while right < len(s):
        char = s[right]
        window_counts[char] = window_counts.get(char, 0) + 1
        
        if char in dict_t and window_counts[char] == dict_t[char]:
            formed += 1
        
        # Contract window
        while left <= right and formed == required:
            char = s[left]
            
            # Update result
            if right - left + 1 < ans[0]:
                ans = (right - left + 1, left, right)
            
            window_counts[char] -= 1
            if char in dict_t and window_counts[char] < dict_t[char]:
                formed -= 1
            
            left += 1
        
        right += 1
    
    return """" if ans[0] == float(""inf"") else s[ans[1]:ans[2] + 1]
```

**What is minimum window and what is the sliding window technique?**","Minimum window: 'BANC' (length 4). Sliding window: expand right to include all characters, then contract left while maintaining validity. Use hash maps to track character frequencies. Time O(|S| + |T|), Space O(|S| + |T|) for hash maps.",1,published,hard,apply,blank,dsa,blank,blank,blank,"'ADOBEC' length 6","'BANC' length 4 using sliding window","'CODEBA' length 6","'ABC' not possible",2
Longest
