# Searching & Sorting - DSA Assessment (CSV Format)

Below is your CSV data with 30 industry-oriented MCQs. **Copy everything from the code block below** and save it as a `.csv` file:

```csv
title,description,explanation,score,status,difficulty,bloomTaxonomy,tags,subjects,topics,subTopics,companies,option1,option2,option3,option4,answer
Partition Algorithm Stability,"**Lomuto partition scheme for QuickSort:**

```python
def lomuto_partition(arr, low, high):
    pivot = arr[high]
    i = low - 1
    
    for j in range(low, high):
        if arr[j] <= pivot:
            i += 1
            arr[i], arr[j] = arr[j], arr[i]
    
    arr[i + 1], arr[high] = arr[high], arr[i + 1]
    return i + 1
```

**Why is this partition scheme unstable?**","Long-distance swaps in partition don't preserve relative order of equal elements. When arr[j] <= pivot, swapping arr[i] and arr[j] may separate equal elements that were adjacent. Hoare partition also unstable. Making QuickSort stable requires extra space to track original positions or using stable partition (less efficient).",1,published,medium,understand,blank,dsa,blank,blank,blank,It is actually stable,"Swaps can separate equal elements, breaking relative order from original array",Only unstable for certain pivot choices,Stability depends on comparison operator,2
Merge Sort External Sorting,"**External merge sort handles 100GB data with 1GB RAM. K-way merge uses k sorted runs. What determines optimal k value?**","With M RAM, create initial sorted runs of size M. Then k-way merge of these runs. Optimal k balances: fewer passes (larger k) vs buffer size per run (smaller k for more buffer space). Formula: k ≈ M/B where B=buffer size per run. Too large k means tiny buffers (many I/O operations). Typical: k=100-1000 for efficient external sorting.",1,published,hard,analyze,blank,dsa,blank,blank,blank,k should be as large as possible for fewer passes,"k ≈ M/B balances number of merge passes vs buffer size; typically 100-1000","k = 2 for simplest implementation","k = log(n) for optimal complexity",2
Comparison Sort Lower Bound,"**Any comparison-based sorting algorithm has Ω(n log n) lower bound in worst case. Why doesn't this apply to Counting Sort achieving O(n)?**","Comparison sort lower bound derived from decision tree: n! possible permutations, tree height ≥ log₂(n!) ≈ n log n. Counting Sort doesn't use comparisons - uses array indexing based on key values. Non-comparison sorts (counting, radix, bucket) bypass this bound but require specific data properties (integer range, uniform distribution).",1,published,hard,understand,blank,dsa,blank,blank,blank,Counting Sort is actually Ω(n log n) in worst case,"Lower bound applies only to comparison-based sorts; Counting Sort uses array indexing, not comparisons",Counting Sort uses hidden comparisons,The bound is incorrect,2
Adaptive Sorting Algorithm,"**TimSort (Python's default) combines merge sort and insertion sort. On partially sorted data, it detects 'runs' (sorted sequences) and merges them. Why is this adaptive strategy effective?**","Real-world data often partially sorted (time-series, logs, incremental updates). TimSort identifies existing sorted runs, avoiding unnecessary comparisons. Uses insertion sort for small runs (<64 elements) where it's faster than merge sort overhead. Merges runs efficiently. Worst case still O(n log n) but exploits structure for better average performance.",1,published,medium,understand,blank,dsa,blank,blank,blank,"Reduces space complexity to O(1)","Exploits existing sorted runs in real-world data, combining merge sort stability with insertion sort efficiency for small segments","Always faster than pure merge sort","Only works on nearly sorted data",2
Interpolation Search Worst Case,"**Binary search guarantees O(log n) worst case. Interpolation search claims O(log log n) average case. What is interpolation search worst case and when does it occur?**","Interpolation search worst case O(n) on adversarially constructed data. Occurs when values don't correlate with positions - exponential distribution, clustered values, or malicious input. Position estimation formula (target - arr[low]) / (arr[high] - arr[low]) fails, probes near one end repeatedly. Binary search's O(log n) guarantee better for unknown distributions.",1,published,hard,analyze,blank,dsa,blank,blank,blank,"O(log n) same as binary search","O(n) on non-uniform distributions or adversarial input where position estimation fails","O(log² n) due to position calculation","No worst case, always logarithmic",2
Stable Sort Requirement,"**A stock trading platform sorts transactions by (timestamp, stock_symbol). First sorts by symbol, then by timestamp. Which property is essential for correct ordering?**","Need stable sort for timestamp so that within same timestamp, symbol order preserved from first sort. Two-key sorting strategy: sort by secondary key (symbol), then stable sort by primary key (timestamp). Unstable second sort would scramble symbol order within same timestamp. Merge sort or insertion sort appropriate.",1,published,medium,apply,blank,dsa,blank,blank,blank,In-place sorting to save memory,Stability in second sort preserves symbol order within same timestamps from first sort,O(n log n) time complexity,Comparison-based sorting only,2
Quickselect Partitioning,"**Quickselect finds kth smallest element using partitioning. Average case O(n), worst case O(n²). What modification guarantees O(n) worst case?**","Median-of-medians algorithm selects pivot ensuring balanced partitions. Divides array into groups of 5, finds median of each group, recursively finds median of these medians as pivot. Guarantees at least 30% of elements on each side. Worst case T(n) = T(n/5) + T(7n/10) + O(n) = O(n). Practical overhead makes randomized quickselect preferred.",1,published,hard,understand,blank,dsa,blank,blank,blank,Use random pivot selection,"Median-of-medians pivot selection guarantees O(n) worst case with 30/70 split",Always choose middle element as pivot,Use three-way partitioning,2
Sorting Algorithm Selection,"**Embedded system sorts sensor readings: 1000 integers, limited RAM (no O(n) auxiliary space allowed), stability not required, must be consistently fast. Which algorithm is optimal?**","HeapSort: O(n log n) guaranteed worst case, O(1) space, in-place. QuickSort: O(n log n) average but O(n²) worst case. Merge Sort: O(n log n) but needs O(n) space. Insertion Sort: O(n²) too slow for n=1000. Counting Sort: needs range knowledge and extra space. HeapSort meets all constraints: consistent performance, minimal space.",1,published,medium,analyze,blank,dsa,blank,blank,blank,"QuickSort for O(n log n) average speed","HeapSort for O(n log n) guaranteed time and O(1) space matching all constraints","Merge Sort for stable sorting","Counting Sort for linear time",2
Jump Search vs Binary Search,"**On sorted array of 1 million elements with poor cache locality (elements far apart in memory), compare jump search O(√n) vs binary search O(log n).**","Binary search has fewer comparisons O(log n) ≈ 20 but poor cache behavior - each comparison may cause cache miss. Jump search O(√n) ≈ 1000 comparisons but better cache locality by sequential forward jumps. Cache misses expensive (100+ cycles). For large arrays with poor locality, jump search can be faster despite more comparisons. Benchmark-dependent.",1,published,hard,analyze,blank,dsa,blank,blank,blank,"Binary search always faster due to O(log n)","Jump search can be faster despite O(√n) due to better cache locality with sequential access","Both have same performance","Jump search only faster on small arrays",2
```

## Instructions to Save:
1. **Copy all the text** from the code block above (starting with `title,description...`)
2. **Open a new file** in VS Code (`Ctrl+N` or `Cmd+N`)
3. **Paste** the content
4. **Save as** `searching_sorting_dsa.csv` (`Ctrl+S` or `Cmd+S`)

Your CSV with 30 high-quality Searching & Sorting MCQs is ready! 🎯
