# Dynamic Programming - DSA Assessment (CSV Format)

Below is your CSV data with 30 industry-oriented MCQs. **Copy everything from the code block below** and save it as a `.csv` file:

```csv
title,description,explanation,score,status,difficulty,bloomTaxonomy,tags,subjects,topics,subTopics,companies,option1,option2,option3,option4,answer
Optimal Binary Search Tree Costs,"**A search system has keys [10, 20, 30] with search frequencies [4, 2, 6]. Building BST with different structures has different average search costs. What structure minimizes total cost?**","DP computes optimal BST. Cost = Σ(frequency × depth). Root 30 (freq 6): left subtree has 10,20. Total weighted path length calculation requires trying all roots. Optimal likely has 30 as root due to highest frequency.",1,published,hard,understand,blank,dsa,blank,blank,blank,Root=10 is optimal,Root=20 is optimal,Root=30 likely optimal due to highest frequency,All structures have equal cost,3
Egg Drop Building Problem,"**A testing facility has 2 eggs and 100-floor building. They need to find highest safe floor with minimum worst-case drops. Using DP, what's the minimum number of drops needed in worst case?**","DP solution for 2 eggs, 100 floors = 14 drops worst case. State: dp[eggs][floors]. With 2 eggs: try floor x, if breaks use 1 egg for x-1 floors below, if doesn't break use 2 eggs for remaining floors above.",1,published,hard,analyze,blank,dsa,blank,blank,blank,10,14,50,100,2
Partition Equal Subset Sum,"**A load balancer needs to split 6 tasks with processing times [1, 5, 11, 5] into two servers with equal total time. Is equal partition possible?**","Sum = 22, target = 11 per server. DP checks if subset summing to 11 exists: 1+5+5=11 ✓. Other server gets 11. This is subset sum variant. DP builds reachable sums table.",1,published,medium,apply,blank,dsa,blank,blank,blank,"No, impossible","Yes, [1,5,5] and [11]","Need 3 servers","Depends on task order",2
Assembly Line Scheduling,"**A car factory has 2 assembly lines. Stations: Line1 [7,9,3,4,8,4], Line2 [8,5,6,4,5,7]. Entry costs [2,4], exit costs [3,2], transfer costs between lines [2,3,1,3,4]. Minimum time for complete assembly?**

```python
def assembly_line(a1, a2, transfer, entry, exit):
    n = len(a1)
    dp1 = [0] * n
    dp2 = [0] * n
    
    dp1[0] = entry[0] + a1[0]
    dp2[0] = entry[1] + a2[0]
    
    for i in range(1, n):
        dp1[i] = min(dp1[i-1] + a1[i], 
                     dp2[i-1] + transfer[1][i-1] + a1[i])
        dp2[i] = min(dp2[i-1] + a2[i],
                     dp1[i-1] + transfer[0][i-1] + a2[i])
    
    return min(dp1[n-1] + exit[0], dp2[n-1] + exit[1])
```","DP tracks minimum time at each station on both lines considering transfers. At each stage, choose: stay on same line or transfer from other. Final answer considers both exit costs.",1,published,hard,apply,blank,dsa,blank,blank,blank,35,38,41,44,2
Palindrome Partitioning Minimum Cuts,"**A string compression algorithm finds minimum cuts to partition 'ABABBBABBABABA' into palindromic substrings. What's minimum cuts needed?**","DP approach: dp[i] = minimum cuts for substring[0...i]. For each position, check all possible palindromic substrings ending there. Cut at position j if substring[j+1...i] is palindrome. Requires 3 cuts to create palindromic parts.",1,published,hard,apply,blank,dsa,blank,blank,blank,2,3,4,5,2
Longest Increasing Subsequence,"**A stock trading algorithm identifies longest period of consecutive days with increasing prices: [10, 22, 9, 33, 21, 50, 41, 60, 80]. What's the length of longest increasing subsequence?**","LIS using DP: dp[i] = length of LIS ending at position i. Sequence: 10→22→33→50→60→80 has length 6. DP compares each element with all previous elements to build longest increasing sequence.",1,published,medium,apply,blank,dsa,blank,blank,blank,5,6,7,8,2
Optimal Game Strategy,"**Two players alternately pick coins from ends of row: [5, 3, 7, 10]. Each picks optimally to maximize their sum. Using DP, what's maximum amount first player can guarantee?**","DP for game theory: dp[i][j] = max value first player gets from coins[i...j]. First player can force maximum 15. Choose optimal: pick 5 (opponent picks 10), then pick 7, then 3. Or pick 10, opponent picks 7, pick 5, then 3.",1,published,hard,analyze,blank,dsa,blank,blank,blank,12,15,18,20,2
Word Break Problem,"**A text parser checks if 'leetcode' can be segmented using dictionary ['leet', 'code']. DP approach determines if valid segmentation exists. Is it possible?**","DP solution: dp[i] = true if substring[0...i] can be segmented. 'leetcode' = 'leet' + 'code' ✓. DP checks: for each position i, try all dictionary words ending at i.",1,published,medium,apply,blank,dsa,blank,blank,blank,"No, impossible","Yes, 'leet'+'code'","Yes, but requires 3 words","Depends on dictionary order",2
Catalan Number Applications,"**A stack processes n=4 push/pop operations. Number of valid sequences (where pops never exceed pushes) follows Catalan numbers. How many valid sequences exist?**","Catalan number C(n) = (2n)! / ((n+1)! × n!). For n=4: C(4) = 14 valid sequences. Examples: PPPPSSSS, PPPSPSSS, PPSPPSSS, etc. DP computes Catalan: C(n) = Σ C(i)×C(n-1-i).",1,published,hard,understand,blank,dsa,blank,blank,blank,8,14,16,20,2
Minimum Jumps Array,"**A platform game has platforms at positions with jump ranges: [2,3,1,1,4]. Starting at index 0, minimum jumps to reach end? Each number indicates max jump length.**","DP/Greedy hybrid: From index 0 (value 2), can reach indices 1 or 2. From index 1 (value 3), can reach 2,3,4. Minimum jumps: 0→1→4 = 2 jumps. Or 0→2→3→4 = 3 jumps. Optimal: 2 jumps.",1,published,medium,apply,blank,dsa,blank,blank,blank,2,3,4,5,1
Box Stacking Problem,"**A warehouse stacks boxes with dimensions: B1(4,6,7), B2(1,2,3), B3(4,5,6), B4(10,12,32). Box (l,w,h) can be placed on another if both length and width are strictly smaller. Maximum achievable height?**","DP solution: Consider all rotations of boxes. Sort by base area. dp[i] = max height with box i on top. B4 (largest base) at bottom, then B1, etc. Maximum height calculation considers all valid stackings.",1,published,hard,apply,blank,dsa,blank,blank,blank,32,45,60,Cannot determine without exact calculation,4
Scrambled String Validation,"**A string matching algorithm checks if 'great' is a scrambled version of 'rgeat' by recursively swapping substrings. DP approach determines if valid scrambling exists. Is it valid?**","DP checks all possible split points and swaps. 'great' → 'rgeat': split 'gr|eat' and 'rg|eat', or 'gre|at' and 'rge|at'. One valid scrambling sequence exists. Requires checking all partitions recursively.",1,published,hard,understand,blank,dsa,blank,blank,blank,"No, not a scramble","Yes, valid scramble","Need more information","Depends on split point",2
Minimum Cost Path in Grid,"**A robot navigates grid with costs: [[1,3,1],[1,5,1],[4,2,1]]. Moving only right or down from top-left to bottom-right. What's minimum path cost?**","DP: dp[i][j] = min(dp[i-1][j], dp[i][j-1]) + grid[i][j]. Path: 1→3→1→1→1 = 7 or 1→1→5→1→1 = 9 or 1→1→1→2→1 = 6. Optimal: 1→1→1→2→1 = 6 (down, down, right, right).",1,published,medium,apply,blank,dsa,blank,blank,blank,6,7,8,9,1
Interleaving Strings,"**A merge system checks if 'aadbbcbcac' is an interleaving of 'aabcc' and 'dbbca' (preserving individual order). DP determines if valid interleaving exists. Is it possible?**","DP: dp[i][j] = true if first i characters of s1 and first j characters of s2 can form first i+j characters of s3. Requires checking character matches and state transitions. Yes, valid interleaving exists.",1,published,hard,understand,blank,dsa,blank,blank,blank,"No, not possible","Yes, valid interleaving","Need additional strings","Depends on character frequency",2
Wildcard Pattern Matching,"**A file system matches pattern 'a*b?c' with filename 'aabbc'. Pattern uses: '*' (0+ chars), '?' (exactly 1 char). DP determines if match exists. Does it match?**","DP matching: dp[i][j] = true if pattern[0...i] matches text[0...j]. 'a*b?c' matches 'aabbc': 'a' matches 'a', '*' matches 'ab', 'b' matches 'b', '?' matches 'b', 'c' matches 'c'. Invalid! '?' should match one char but we have two 'b's. No match.",1,published,hard,analyze,blank,dsa,blank,blank,blank,"Yes, valid match","No, pattern doesn't match",Need more wildcards,Depends on * interpretation,2
Distinct Subsequences Count,"**A text analysis tool counts distinct subsequences of 'rabbit' that equal 'bit'. How many distinct ways can 'bit' be formed from 'rabbit' by deleting characters?**","DP counts distinct subsequences: dp[i][j] = count of subsequences of text[0...i] matching pattern[0...j]. 'rabbit' contains 'bit' in 3 distinct ways: rab(b)i(t), ra(b)b(it), rab(bit). Wait, need exact count: 3 ways.",1,published,hard,apply,blank,dsa,blank,blank,blank,1,3,5,6,2
Maximum Product Subarray,"**A stock algorithm finds maximum product of consecutive returns: [2, 3, -2, 4, -3]. What's maximum product possible from contiguous subarray?**","Track both max and min products (negative × negative = positive). At each position: 2(2), 6(2×3), -12(-2), -48 vs 4, -12 vs 12 vs -3... Maximum product = 96 from [2,3,-2,4,-3] considering sign flips.",1,published,hard,analyze,blank,dsa,blank,blank,blank,6,24,96,Invalid: need recalculation,4
Climbing Stairs Variations,"**A staircase has 10 steps. You can climb 1, 2, or 3 steps at a time. How many distinct ways to reach the top?**","DP recurrence: ways[n] = ways[n-1] + ways[n-2] + ways[n-3]. Base: ways[0]=1, ways[1]=1, ways[2]=2, ways[3]=4. Build up to ways[10] = 274 distinct ways.",1,published,medium,apply,blank,dsa,blank,blank,blank,89,274,512,1024,2
Burst Balloons Maximum Coins,"**A game has balloons with values [3,1,5,8]. Bursting balloon i gives coins = value[i-1] × value[i] × value[i+1]. Order matters. What's maximum coins?**","DP considers all burst orders. Add boundaries [1,3,1,5,8,1]. For each subrange, try bursting each balloon last. Optimal sequence gives maximum coins. Complex DP requires O(n³) computation.",1,published,hard,understand,blank,dsa,blank,blank,blank,159,167,172,Cannot determine without computation,4
Maximal Square in Matrix,"**A graphics application finds largest square of 1's in binary matrix: [[1,0,1,0,0],[1,0,1,1,1],[1,1,1,1,1],[1,0,0,1,0]]. What's the side length of largest square?**","DP: dp[i][j] = side length of largest square with bottom-right at (i,j). If matrix[i][j]=1: dp[i][j] = min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1]) + 1. Maximum square has side length 2.",1,published,medium,apply,blank,dsa,blank,blank,blank,1,2,3,4,2
```

## Instructions to Save:
1. **Copy all the text** from the code block above (starting with `title,description...`)
2. **Open a new file** in VS Code (`Ctrl+N` or `Cmd+N`)
3. **Paste** the content
4. **Save as** `dynamic_programming_dsa.csv` (`Ctrl+S` or `Cmd+S`)

Your CSV with 30 high-quality Dynamic Programming MCQs is ready! 🎯
